Index,Preferred_scientific_name,International_common_name,Plant_pest,Domain,Kingdon,Phylum,Class,Order,Family,Datasheet_URL
325,Emilia coccinea, scarlet tasselflower, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/120120
326,Emilia fosbergii, Florida tassel-flower, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/114086
327,Emilia sonchifolia, red tasselflower, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/20833
328,Epilobium ciliatum, northern willowherb, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Onagraceae, https://www.cabi.org/isc/datasheet/114114
329,Epiphyllum oxypetalum, dutchman's-pipe cactus, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Cactaceae, https://www.cabi.org/isc/datasheet/73449175
330,Erechtites glomerata, fireweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/120574
331,Erechtites hieraciifolius, American burnweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/114182
332,Erechtites valerianifolius, tropical burnweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/114184
333,Erigeron bellioides, bellorita, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/42555823
334,Erigeron karvinskianus, Karwinsky’s fleabane, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/114202
335,Eriobotrya japonica, loquat, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/20559
336,Erodium botrys, long-beaked stork's bill, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Geraniales, Geraniaceae, https://www.cabi.org/isc/datasheet/114229
337,Erodium cicutarium, common storksbill, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Geraniales, Geraniaceae, https://www.cabi.org/isc/datasheet/21843
338,Eucalyptus camaldulensis, red gum, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/22596
339,Eucalyptus cladocalyx, sugar gum, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/22599
340,Eucalyptus globulus, Tasmanian blue gum, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/22680
341,Eucalyptus paniculata, grey ironbark, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/22815
342,Eucalyptus robusta, swamp mahogany, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/22843
343,Eucalyptus sideroxylon, black ironbark, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/22476
344,Eugenia uniflora, Surinam cherry, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/23099
345,Euonymus fortunei, wintercreeper, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Celastrales, Celastraceae, https://www.cabi.org/isc/datasheet/23204
346,Euonymus japonicus, Japanese spindle tree, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Celastrales, Celastraceae, https://www.cabi.org/isc/datasheet/23206
347,Euphorbia esula, leafy spurge, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/21347
348,Euphorbia heterophylla, wild poinsettia, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/23313
349,Euphorbia hirta, garden spurge, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/21355
350,Euphorbia hypericifolia, graceful spurge, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/119929
351,Euphorbia leucocephala, white Christmas bush, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/95917925
352,Euphorbia milii, crown-of-thorns, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/21368
353,Euphorbia terracina, false caper, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/21379
354,Euphorbia tirucalli, Indian-tree spurge, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/21381
355,Euphorbia tithymaloides, devil's backbone, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/121886
356,Euphorbia umbellata, African milk bush, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/121883
357,Falcataria moluccana, batai wood, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/38847
358,Fallopia convolvulus, black bindweed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygonales, Polygonaceae, https://www.cabi.org/isc/datasheet/23874
359,Fallopia japonica, Japanese knotweed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygonales, Polygonaceae, https://www.cabi.org/isc/datasheet/23875
360,Fallopia sachalinensis, giant knotweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygonales, Polygonaceae, https://www.cabi.org/isc/datasheet/107744
361,Fallopia x bohemica, , No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygonales, Polygonaceae, https://www.cabi.org/isc/datasheet/108332
362,Ficus benghalensis, banyan, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Urticales, Moraceae, https://www.cabi.org/isc/datasheet/24066
363,Ficus benjamina, weeping fig, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Urticales, Moraceae, https://www.cabi.org/isc/datasheet/24065
364,Ficus carica, common fig, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Urticales, Moraceae, https://www.cabi.org/isc/datasheet/24078
365,Ficus elastica, rubber plant, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Urticales, Moraceae, https://www.cabi.org/isc/datasheet/24090
366,Ficus microcarpa, Indian laurel tree, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Urticales, Moraceae, https://www.cabi.org/isc/datasheet/24130
367,Ficus pumila, creeping fig, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Urticales, Moraceae, https://www.cabi.org/isc/datasheet/24162
368,Ficus religiosa, sacred fig tree, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Urticales, Moraceae, https://www.cabi.org/isc/datasheet/24168
369,Flacourtia indica, governor's plum, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Flacourtiaceae, https://www.cabi.org/isc/datasheet/24211
370,Flemingia macrophylla, large leaf flemingia, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/24227
371,Flemingia strobilifera, wild hops, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/24229
372,Foeniculum vulgare, fennel, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Apiales, Apiaceae, https://www.cabi.org/isc/datasheet/24271
373,Fragaria vesca, wild strawberry, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/24409
374,Frangula alnus, alder buckthorn, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rhamnales, Rhamnaceae, https://www.cabi.org/isc/datasheet/47001
375,Fraxinus pennsylvanica, downy ash, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Oleales, Oleaceae, https://www.cabi.org/isc/datasheet/24544
376,Fraxinus uhdei, tropical ash, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Oleales, Oleaceae, https://www.cabi.org/isc/datasheet/24559
377,Funtumia elastica, West African rubber tree, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Apocynaceae, https://www.cabi.org/isc/datasheet/24593
378,Gaillardia pulchella, Indian blanket, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/110246
379,Galega officinalis, goatsrue, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/24756
380,Galinsoga parviflora, gallant soldier, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/25299
381,Galinsoga quadriradiata, shaggy soldier, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/120145
382,Galium aparine, cleavers, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/24772
383,Galphimia glauca, goldshower, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygalales, Malpighiaceae, https://www.cabi.org/isc/datasheet/119814
384,Galphimia gracilis, goldshower, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygalales, Malpighiaceae, https://www.cabi.org/isc/datasheet/37017023
385,Gaultheria shallon, salal, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Ericales, Ericaceae, https://www.cabi.org/isc/datasheet/24761
386,Genista monspessulana, Montpellier broom, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/25059
387,Geoffroea decorticans, Chilean palo verde, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/25088
388,Glechoma hederacea, ground ivy, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/25249
389,Gleditsia triacanthos, honey locust, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/25272
390,Gliricidia sepium, gliricidia, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/25380
391,Gomphocarpus physocarpus, balloon cotton bush, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Asclepiadaceae, https://www.cabi.org/isc/datasheet/114618
392,Gomphrena globosa, globe amaranth, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Amaranthaceae, https://www.cabi.org/isc/datasheet/25617
393,Gomphrena serrata, arrasa con todo, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Amaranthaceae, https://www.cabi.org/isc/datasheet/120122
394,Gossypium barbadense, Gallini cotton, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Malvaceae, https://www.cabi.org/isc/datasheet/25794
395,Grevillea robusta, silky oak, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Proteales, Proteaceae, https://www.cabi.org/isc/datasheet/25866
396,Gunnera tinctoria, giant rhubarb, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Haloragales, Gunneraceae, https://www.cabi.org/isc/datasheet/107826
397,Gypsophila paniculata, baby’s breath, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Caryophyllaceae, https://www.cabi.org/isc/datasheet/26266
398,Haematoxylum campechianum, logwood, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/26332
399,Halogeton glomeratus, halogeton, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Chenopodiaceae, https://www.cabi.org/isc/datasheet/26352
400,Hedera helix, ivy, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Araliales, Araliaceae, https://www.cabi.org/isc/datasheet/26694
401,Helenium amarum, bitterweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/121130
402,Helenium quadridentatum, longdisk sneezeweed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/80319
403,Helianthus annuus, sunflower, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/26714
404,Helianthus ciliaris, Texas blueweed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/26715
405,Helianthus debilis, beach sunflower, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/114701
406,Helianthus tuberosus, Jerusalem artichoke, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/26716
407,Heliocarpus americanus, white moho, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Tiliaceae, https://www.cabi.org/isc/datasheet/26613
408,Heliotropium curassavicum, salt heliotrope, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Boraginales, Boraginaceae, https://www.cabi.org/isc/datasheet/114723
409,Heliotropium indicum, Indian heliotrope, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Boraginales, Boraginaceae, https://www.cabi.org/isc/datasheet/26899
410,Helminthotheca echioides, bristly oxtongue, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/116335
411,Hemigraphis alternata, red ivy, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Acanthaceae, https://www.cabi.org/isc/datasheet/121880
412,Heracleum mantegazzianum, giant hogweed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Apiales, Apiaceae, https://www.cabi.org/isc/datasheet/26911
413,Heterotheca grandiflora, telegraph weed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/120576
414,Heterotis rotundifolia, pink lady, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Melastomataceae, https://www.cabi.org/isc/datasheet/120226
415,Hibiscus elatus, blue mahoe, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Malvaceae, https://www.cabi.org/isc/datasheet/27120
416,Hibiscus tiliaceus, coast cottonwood, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Malvaceae, https://www.cabi.org/isc/datasheet/27132
417,Hibiscus trionum, Venice mallow, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Malvaceae, https://www.cabi.org/isc/datasheet/27133
418,Hiptage benghalensis, hiptage, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygalales, Malpighiaceae, https://www.cabi.org/isc/datasheet/27228
419,Hirschfeldia incana, shortpod mustard, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/114820
420,Humulus scandens, Japanese hop, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Urticales, Cannabaceae, https://www.cabi.org/isc/datasheet/108921
421,Hydrocotyle ranunculoides, floating pennywort, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Apiales, Apiaceae, https://www.cabi.org/isc/datasheet/28068
422,Hygrophila polysperma, Indian swampweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Acanthaceae, https://www.cabi.org/isc/datasheet/28135
423,Hylocereus undatus, dragon fruit, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Cactaceae, https://www.cabi.org/isc/datasheet/27317
424,Hyoscyamus niger, black henbane, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/28251
425,Hypericum perforatum, St John's wort, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Theales, Clusiaceae, https://www.cabi.org/isc/datasheet/28268
426,Hypochaeris radicata, cat's ear, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/27895
427,Hyptis spicigera, black sesame, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/119822
428,Hyptis suaveolens, pignut, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/110258
429,Impatiens balsamina, garden balsam, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Balsaminales, Balsaminaceae, https://www.cabi.org/isc/datasheet/28765
430,Impatiens glandulifera, Himalayan balsam, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Balsaminales, Balsaminaceae, https://www.cabi.org/isc/datasheet/28766
431,Impatiens parviflora, small balsam, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Balsaminales, Balsaminaceae, https://www.cabi.org/isc/datasheet/28768
432,Impatiens walleriana, busy lizzy, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Balsaminales, Balsaminaceae, https://www.cabi.org/isc/datasheet/28769
433,Indigofera hirsuta, hairy indigo, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/28601
434,Indigofera spicata, creeping indigo, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/79262
435,Indigofera suffruticosa, Anil indigo, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/28611
436,Indigofera tinctoria, true indigo, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/28613
437,Indigofera trita, Asian indigo, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/120416
438,Indigofera trita subsp. scabra, Asian Indigo, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/120555
439,Inula britannica, british yellowhead, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/28753
440,Ipomoea alba, white moonflower , No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/119823
441,Ipomoea aquatica, swamp morning-glory, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/28781
442,Ipomoea cairica, five-fingered morning glory, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/28786
443,Ipomoea carnea subsp. fistulosa, bush morning glory, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/28785
444,Ipomoea hederifolia, scarlet-creeper , Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/119818
445,Ipomoea indica, ocean blue morning-glory, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/107833
446,Ipomoea nil, white edge morning-glory, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/107882
447,Ipomoea ochracea, fence morning-glory, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/114969
448,Ipomoea purpurea, tall morning glory, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/40052
449,Ipomoea quamoclit, cypress vine, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/28796
450,Ipomoea triloba, three-lobe morning glory, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/28799
451,Isatis tinctoria, dyer's woad, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/28902
452,Iva xanthiifolia, marsh-elder, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/120279
453,Ixora casei, giant red ixora, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/110261
454,Ixora finlaysoniana, white jungle flame, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/29177
455,Jacaranda mimosifolia, jacaranda, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Bignoniaceae, https://www.cabi.org/isc/datasheet/29212
456,Jasminum fluminense, Brazilian jasmine, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Oleales, Oleaceae, https://www.cabi.org/isc/datasheet/115014
457,Jasminum multiflorum, star jasmine, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Oleales, Oleaceae, https://www.cabi.org/isc/datasheet/115016
458,Jasminum sambac, Arabian jasmine, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Oleales, Oleaceae, https://www.cabi.org/isc/datasheet/28388
459,Jatropha curcas, jatropha, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/28393
460,Jatropha gossypiifolia, bellyache bush, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/28394
461,Justicia pectoralis, freshcut, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Acanthaceae, https://www.cabi.org/isc/datasheet/29291
462,Kalanchoe blossfeldiana, flaming katy, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Crassulaceae, https://www.cabi.org/isc/datasheet/29327
463,Kalanchoe daigremontiana, devil's backbone, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Crassulaceae, https://www.cabi.org/isc/datasheet/115049
464,Kalanchoe delagoensis, chandelier plant, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Crassulaceae, https://www.cabi.org/isc/datasheet/115050
465,Kalanchoe integra, Never die, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Crassulaceae, https://www.cabi.org/isc/datasheet/119824
466,Kalanchoe pinnata, cathedral bells, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Crassulaceae, https://www.cabi.org/isc/datasheet/29328
467,Kunzea ericoides, kanuka, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/29565
468,Lablab purpureus, hyacinth bean, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/30003
469,Lactuca floridana, woodland lettuce, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/120123
470,Lagenaria siceraria, bottle gourd, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Cucurbitaceae, https://www.cabi.org/isc/datasheet/30556
471,Lagerstroemia indica, Indian crape myrtle, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Lythraceae, https://www.cabi.org/isc/datasheet/29669
472,Lagerstroemia speciosa, Pride of India, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Lythraceae, https://www.cabi.org/isc/datasheet/29704
473,Lamium amplexicaule, henbit deadnettle, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/29728
474,Lantana camara, lantana, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Verbenaceae, https://www.cabi.org/isc/datasheet/29771
475,Lathyrus odoratus, sweet pea, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/31584
476,Launaea intybacea, bitter lettuce, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/115165
477,Lawsonia inermis, Egyptian privet, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Lythraceae, https://www.cabi.org/isc/datasheet/29956
478,Leonotis nepetifolia, Christmas candlestick, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/110266
479,Leonurus japonicus, honeyweed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/115194
480,Lepidium draba, hoary cress, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/10621
481,Lepidium latifolium, perennial pepperweed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/115209
482,Lepidium perfoliatum, clasping pepperweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/115212
483,Lepidium virginicum, Virginian peppercress, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/30303
484,Leptospermum scoparium, manuka, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/30097
485,Lespedeza cuneata, sericea lespedeza, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/20616387
486,Leucaena diversifolia, , No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/31625
