Index,Preferred_scientific_name,International_common_name,Plant_pest,Domain,Kingdon,Phylum,Class,Order,Family,Datasheet_URL
976,Trapa natans, waterchestnut, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Trapaceae, https://www.cabi.org/isc/datasheet/55040
977,Triadica sebifera, Chinese tallow tree, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/48351
978,Ulex europaeus, gorse, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/55561
979,Vincetoxicum nigrum, black swallowwort, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Asclepiadaceae, https://www.cabi.org/isc/datasheet/55103
980,Vincetoxicum rossicum, European swallowwort, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Asclepiadaceae, https://www.cabi.org/isc/datasheet/55104
981,Ziziphus mauritiana, jujube, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rhamnales, Rhamnaceae, https://www.cabi.org/isc/datasheet/57556
982,Mirabilis jalapa, four o'clock flower, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Nyctaginaceae, https://www.cabi.org/isc/datasheet/34254
983,Myriophyllum aquaticum, parrot's feather, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Haloragidales, Haloragidaceae, https://www.cabi.org/isc/datasheet/34939
984,Myriophyllum spicatum, spiked watermilfoil, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Haloragidales, Haloragidaceae, https://www.cabi.org/isc/datasheet/34941
985,Nymphaea lotus, white Egyptian lotus, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Nymphaeales, Nymphaeaceae, https://www.cabi.org/isc/datasheet/115821
986,Petiveria alliacea, guinea hen weed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Phytolaccaceae, https://www.cabi.org/isc/datasheet/70236
987,Physalis angulata, cutleaf groundcherry, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/40711
988,Polygonum persicaria, redshank, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygonales, Polygonaceae, https://www.cabi.org/isc/datasheet/42691
989,Pseudelephantopus spicatus, false elephant’s foot, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/116565
990,Senna hirsuta, hairy senna, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/28967123
991,Senna occidentalis, coffee senna, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/11450
992,Senna septemtrionalis, smooth senna, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/49597
993,Sesbania sericea, silky sesban, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/119439
994,Sida linifolia, flaxleaf fanpetals, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Malvaceae, https://www.cabi.org/isc/datasheet/119839
995,Taraxacum officinale complex, dandelion, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/52773
996,Tribulus terrestris, puncture vine, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Geraniales, Zygophyllaceae, https://www.cabi.org/isc/datasheet/54447
997,Urena lobata, caesar weed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Malvaceae, https://www.cabi.org/isc/datasheet/55771
998,Momordica balsamina, common balsam apple, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Cucurbitaceae, https://www.cabi.org/isc/datasheet/34677
999,Moringa oleifera, horse radish tree, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Moringaceae, https://www.cabi.org/isc/datasheet/34868
1000,Morus nigra, black mulberry, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Urticales, Moraceae, https://www.cabi.org/isc/datasheet/34830
1001,Mucuna pruriens, velvet bean, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/35134
1002,Mussaenda philippica, Queen of Philippines, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/35195
1003,Myriophyllum pinnatum, cutleaf watermilfoil, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Haloragidales, Haloragidaceae, https://www.cabi.org/isc/datasheet/119830
1004,Nandina domestica, Nandina, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Ranunculales, Berberidaceae, https://www.cabi.org/isc/datasheet/35692
1005,Neonotonia wightii, perennial soybean, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/110283
1006,Nicotiana glauca, tree tobacco, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/36324
1007,Nopalea cochenillifera, cochineal cactus, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Cactaceae, https://www.cabi.org/isc/datasheet/119852
1008,Odontonema callistachyum, purple firespike, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Acanthaceae, https://www.cabi.org/isc/datasheet/120399
1009,Olea europaea subsp. cuspidata, wild olive, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Oleales, Oleaceae, https://www.cabi.org/isc/datasheet/37331
1010,Pachira aquatica, pachira nut, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Bombacaceae, https://www.cabi.org/isc/datasheet/39234
1011,Parmentiera aculeata, cucumber tree, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Bignoniaceae, https://www.cabi.org/isc/datasheet/86635881
1012,Passiflora caerulea, blue passionflower, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Passifloraceae, https://www.cabi.org/isc/datasheet/116172
1013,Passiflora suberosa, corkystem passionflower, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Passifloraceae, https://www.cabi.org/isc/datasheet/38805
1014,Pueraria phaseoloides, tropical kudzu, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/45906
1015,Turbina corymbosa, Christmas vine, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/117701
